-0,1710102
-0,2024412
0,4584478
-0,1306918
0,2435653
0,4679461
-0,159678
0,3760006
-0,2300224
-0,4407948
0,442223
-0,2060857
-0,18139
-0,3889369
0,3791389
-0,1162801
0,4653326
0,2076248
-0,2018206
0,1699204
0,425218
0,3963989
-0,3628484
-0,3121474
0,3061578
0,4533265
-0,3359308
-0,1118688
-0,163155
0,4223607
-0,4464273
0,2844899
-0,1696258
0,1259422
-0,2788371
-0,3999751
-0,0670535
0,3452228
-0,4485304
0,07323962
-0,4485736
0,2646391
-0,4873636
-0,08812326
0,06436163
-0,08632177
0,4181488
-0,3103747
-0,329945
-0,3646885
0,2122401
-0,4183213
-0,3086696
-0,1505114
0,08970791
0,2900503
-0,2219468
0,1347402
-0,1270599
0,1606779
0,1710771
0,1069472
-0,1576042
-0,2526898
-0,2742473
0,188246
0,4565142
-0,4684719
-0,3835354
-0,4531413
-0,3677787
0,3070518
0,4566073
-0,2667748
0,1116107
0,2680104
-0,3707253
0,2778502
0,2606077
-0,09154087
-0,4008058
-0,4376569
0,04828447
-0,2257076
-0,2412491
0,2168459
-0,08491713
-0,336522
-0,126695
0,3327023
0,3157808
0,08311933
0,00523144
0,2115472
-0,2905315
0,4887264
0,2560171
-0,2282209
-0,03902608
0,2317299
-0,3755893
0,3515824
0,2588068
-0,3627124
-0,3350596
-0,4269668
0,05614537
-0,4175
0,4599308
-0,1254391
0,2168633
0,02227062
-0,1865862
0,2435168
-0,1455864
-0,05831569
0,1899787
-0,3664759
-0,07483226
-0,3712977
-0,07247955
0,3326343
-0,1354849
-0,003191411
0,03647059
-0,1498757
0,1360621
-0,4407657
-0,2911215
0,3650222
0,1217471
-0,177209
0,4512713
-0,3783756
-0,3652639
-0,03594166
0,4443066
-0,01296288
-0,2945294
-0,4516672
-0,1348023
0,4313329
-0,05524403
-0,4605674
0,410544
-0,3153532
-0,06966001
-0,3789285
0,3111358
-0,0005874038
-0,4103875
0,07259279
-0,0026142
0,4343313
-0,2315322
-0,4541676
0,3689954
-0,3841394
-0,2387274
-0,1723354
-0,1553262
0,3536719
-0,08574528
0,110292
0,2022326
-0,09277457
-0,1565459
-0,4942096
-0,1518038
0,0268777
-0,3010647
0,4440893
0,1867517
0,03199929
-0,1332509
-0,139334
0,3936275
-0,4367707
0,002426565
-0,3249871
-0,3757374
0,3235495
-0,1438294
0,3657514
-0,4320608
-0,4694998
