-0,7787035
-0,7120392
-1,208392
0,2505746
0,1445844
-0,2370987
-0,4630682
-0,1586778
0,2321663
1,338477
0,3720146
-0,0569616
-0,6167946
-0,3311616
-0,261243
0,5221345
-0,1233174
-0,4072639
0,2036943
0,1008505
-0,4828932
-0,02144086
-0,5471892
1,051623
-0,3798566
0,1533121
-0,251205
-0,02234083
0,1282422
0,3138187
-0,437611
-0,381421
-0,1202635
-0,4539428
0,1166778
-0,3606615
0,4056497
-0,3944606
-0,1297159
0,4593165
-0,09413677
0,1988821
-0,1627433
0,2562592
0,1411455
-0,09712082
-0,1241767
0,2012852
0,3652326
-0,2818965
0,1646319
-0,3583179
0,4422034
-0,1161961
-0,3524859
-0,4380625
-0,2821699
0,4330502
0,3401868
-0,3484486
0,346827
0,4560388
-0,172307
0,0674457
-0,3101474
0,3690809
-0,3906744
-0,4094636
0,4707937
0,4820915
-0,09172863
-0,1774097
-0,09887558
-0,1434
-0,1663131
0,1693801
-0,01728445
0,1089407
-0,1377674
-0,1059815
0,3964683
-0,194984
0,4636275
0,06329268
-0,1953289
-0,2312886
0,4379857
0,255652
-0,482386
-0,04730695
0,4307905
-0,1831433
0,2896149
0,0777095
0,4872651
0,2992789
-0,01604503
0,4674257
-0,3214494
0,2434536
0,2532312
-0,1209868
0,4327816
0,3450452
-0,1984021
-0,1712525
-0,2667289
-0,2662687
-0,07597035
-0,04623419
-0,3743035
-0,2486275
-0,2941941
-0,02388102
-0,02292818
-0,4307446
-0,1734231
0,3912755
-0,4311334
-0,3762053
-0,1851887
-0,3399719
-0,0290454
-0,4463513
-0,2889535
-0,1201357
-0,4957489
-0,07678872
-0,4732116
0,03224772
0,1491805
0,06549782
-0,494756
0,304467
0,06225497
0,1668613
-0,1117092
0,4566789
0,2465489
-0,2812095
0,4172161
0,100455
-0,009429634
-0,1420183
0,171645
-0,01981384
-0,2597047
-0,3373618
0,1695323
-0,4093809
-0,2850599
0,09435111
-0,4403462
-0,1593805
-0,2470165
-0,2503814
0,332914
0,107339
0,2225168
-0,04825431
0,1160294
-0,05809587
0,1010707
-0,07728642
-0,4767231
-0,05080122
0,4449655
-0,1340441
-0,4362916
-0,3048207
-0,2696846
0,3126428
-0,3373145
-0,2301136
-0,1324343
-0,4083015
0,494997
0,3265243
-0,01527113
0,2183952
0,4088858
-0,2014777
0,134505
-0,4167972
0,248652
0,02161199
